Id,Label,timeset,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
101071,101071,,2,14,17,31,24,0.126209,0.162698,22502.717147,0.000023
12062,12062,,25,2,77,79,22,0.15656,0.198874,1014808.001401,0.00002
2095,2095,,25,1,0,1,0,0,0,0,0.000011
9312021,9312021,,25,3,5,8,1,1,1,149.672401,0.000014
9406037,9406037,,25,1,0,1,0,0,0,0,0.000011
9407139,9407139,,25,2,0,2,0,0,0,0,0.000012
9504032,9504032,,54,2,8,10,7,0.275414,0.34157,13453.36406,0.000012
9610027,9610027,,25,2,0,2,0,0,0,0,0.00002
9705230,9705230,,11,3,3,6,3,0.55,0.621212,1544.133706,0.000014
9706098,9706098,,7,1,4,5,1,1,1,13259.246207,0.000011
9807129,9807129,,6,2,2,4,7,0.242857,0.270397,39969.404091,0.000012
9808165,9808165,,11,1,1,2,13,0.14832,0.166924,79235.33935,0.000011
9812123,9812123,,25,1,0,1,0,0,0,0,0.000011
9902006,9902006,,25,1,0,1,0,0,0,0,0.000011
9904079,9904079,,25,2,0,2,0,0,0,0,0.000021
9904080,9904080,,25,1,1,2,1,1,1,0,0.000011
9904178,9904178,,37,2,1,3,1,1,1,13190,0.000014
9905113,9905113,,0,1,4,5,8,0.195021,0.242882,44853.390932,0.000011
9409199,9409199,,54,4,1,5,1,1,1,6.459321,0.000014
9506188,9506188,,9,5,2,7,1,1,1,38.476322,0.00005
9808092,9808092,,37,2,0,2,0,0,0,0,0.000014
9708165,9708165,,11,1,6,7,12,0.174017,0.206533,67345.33935,0.00002
9306120,9306120,,37,8,0,8,0,0,0,0,0.000074
9904023,9904023,,0,2,4,6,4,0.366197,0.445513,31635.123214,0.000014
12064,12064,,0,1,5,6,23,0.137351,0.167378,0,0.000011
12065,12065,,3,12,25,37,23,0.146808,0.187253,26095.091366,0.000016
12066,12066,,7,0,3,3,28,0.090859,0.110297,0,0.000011
12067,12067,,2,4,19,23,26,0.109618,0.142603,345990.929764,0.000012
9712231,9712231,,2,3,15,18,13,0.192992,0.220884,294.35603,0.000013
12068,12068,,37,4,15,19,23,0.1399,0.176471,4905.509372,0.000014
12069,12069,,11,8,7,15,28,0.087726,0.103226,17.096916,0.000017
9706062,9706062,,11,9,9,18,8,0.208406,0.254829,1758.175111,0.000018
9412181,9412181,,11,4,2,6,1,1,1,4.583143,0.000018
9504014,9504014,,25,2,7,9,4,0.417722,0.507576,13917.256094,0.000016
9607093,9607093,,62,1,2,3,7,0.233557,0.265996,80378.535572,0.000013
12071,12071,,54,15,16,31,24,0.134609,0.172633,125321.226343,0.000018
12072,12072,,4,73,20,93,24,0.135136,0.174862,377404.655814,0.000063
12073,12073,,0,10,21,31,22,0.145615,0.17389,7363.380543,0.000015
12074,12074,,0,8,9,17,22,0.14218,0.168388,4454.922576,0.000016
12076,12076,,34,6,37,43,21,0.15855,0.194761,2828.2923,0.000013
9503175,9503175,,1,1,39,40,9,0.269231,0.367968,69784.226762,0.000011
9804112,9804112,,37,1,8,9,30,0.078533,0.103995,138969.176585,0.000012
9608107,9608107,,62,3,13,16,13,0.174694,0.211118,87329.101335,0.000014
9704119,9704119,,62,1,8,9,14,0.153352,0.18415,28450.997156,0.000012
12078,12078,,37,1,20,21,23,0.14442,0.184721,0,0.000011
12079,12079,,37,6,38,44,24,0.134057,0.176845,7005.196889,0.000013
12080,12080,,4,17,45,62,24,0.13684,0.177533,85966.123281,0.000018
9609173,9609173,,2,4,6,10,11,0.197401,0.227798,339.844623,0.000013
12081,12081,,4,38,52,90,23,0.144404,0.185413,59276.473688,0.000027
12082,12082,,0,2,15,17,23,0.139193,0.170617,313.483331,0.000011
12083,12083,,11,1,6,7,25,0.113115,0.136367,18080.374844,0.000026
9812228,9812228,,25,1,2,3,3,0.466667,0.571429,16687.467554,0.000019
12084,12084,,11,2,7,9,12,0.162964,0.184668,895.133333,0.000014
9503068,9503068,,11,3,1,4,3,0.5,0.611111,3.333333,0.000022
9601062,9601062,,11,3,3,6,3,0.5625,0.648148,1088.747231,0.000017
9604150,9604150,,11,2,7,9,10,0.222414,0.265175,283011.019737,0.000015
9607176,9607176,,11,2,5,7,10,0.173741,0.199406,47488.699118,0.000015
9403172,9403172,,11,4,0,4,0,0,0,0,0.000082
9404001,9404001,,11,4,1,5,1,1,1,3,0.000048
9410238,9410238,,11,3,3,6,3,0.625,0.766667,289.39842,0.00006
9612225,9612225,,19,3,4,7,1,1,1,16592.312469,0.000026
12085,12085,,6,8,10,18,30,0.078106,0.100768,2647.283401,0.000018
12086,12086,,6,0,1,1,33,0.061144,0.06829,0,0.000011
12087,12087,,3,4,5,9,30,0.077644,0.092071,35136.477173,0.000013
12088,12088,,54,0,2,2,27,0.100804,0.130106,0,0.000011
12089,12089,,4,8,5,13,24,0.128664,0.159922,1337.649926,0.000016
12090,12090,,6,4,7,11,17,0.135536,0.155011,198707.630589,0.000015
9907092,9907092,,6,5,3,8,11,0.169505,0.192913,476.342753,0.000016
9908188,9908188,,6,2,18,20,16,0.152462,0.176723,101285.291965,0.000014
9411041,9411041,,34,3,3,6,2,0.636364,0.714286,10869.992401,0.000044
9608143,9608143,,6,3,2,5,2,0.75,0.833333,2408.618163,0.000015
9807088,9807088,,6,2,3,5,4,0.384615,0.488889,13224,0.000013
12091,12091,,0,5,30,35,21,0.170937,0.210148,77005.285304,0.000012
12092,12092,,3,12,25,37,24,0.133332,0.174135,16640.893344,0.000016
9906134,9906134,,2,8,14,22,29,0.087455,0.120306,17272.611659,0.000023
12093,12093,,3,15,34,49,23,0.148149,0.190573,136339.674088,0.00002
12094,12094,,2,0,7,7,25,0.114213,0.141004,0,0.000011
12095,12095,,16,1,8,9,5,0.424658,0.541398,22.5,0.000012
12096,12096,,54,0,19,19,29,0.088444,0.117302,0,0.000011
12097,12097,,34,1,19,20,22,0.160143,0.206006,5132.637791,0.000011
12098,12098,,2,1,10,11,28,0.090425,0.112516,14054.610749,0.000012
9707056,9707056,,2,3,8,11,14,0.16479,0.189098,847.329785,0.000013
9908084,9908084,,54,2,6,8,12,0.178223,0.201071,481.758507,0.000013
12099,12099,,65,0,5,5,31,0.076937,0.099669,0,0.000011
12100,12100,,0,6,21,27,23,0.133628,0.165663,13681.654021,0.000014
9806017,9806017,,2,3,18,21,28,0.093594,0.129759,1584.565258,0.000013
9809029,9809029,,0,5,0,5,0,0,0,0,0.00002
12101,12101,,2,2,7,9,28,0.09009,0.118613,469.324609,0.000012
12102,12102,,0,4,38,42,22,0.14512,0.179216,5351.956071,0.000012
12103,12103,,11,5,2,7,29,0.084275,0.101906,0,0.000025
9505164,9505164,,54,3,5,8,8,0.205637,0.234608,291.041799,0.000013
12105,12105,,0,2,26,28,23,0.143655,0.183673,7364.393507,0.000012
12106,12106,,0,9,8,17,23,0.139071,0.173013,4560.545998,0.000015
12107,12107,,11,0,4,4,9,0.182435,0.215564,0,0.000011
9706088,9706088,,11,1,4,5,9,0.19808,0.235141,1.833333,0.000013
12108,12108,,2,2,9,11,24,0.131925,0.166239,5108.77917,0.000012
103146,103146,,2,9,14,23,23,0.137303,0.175794,20036.569098,0.000019
12109,12109,,26,0,1,1,1,1,1,0,0.000011
9907009,9907009,,26,2,0,2,0,0,0,0,0.000025
12110,12110,,54,12,17,29,23,0.138919,0.174339,16665.933441,0.000019
12111,12111,,11,2,26,28,23,0.141225,0.181426,22497.626552,0.000013
9902049,9902049,,34,5,4,9,26,0.106368,0.134544,1010.457244,0.000015
12112,12112,,3,10,6,16,24,0.131109,0.16377,11974.10613,0.000019
12113,12113,,6,0,5,5,12,0.150475,0.174539,0,0.000011
12114,12114,,8,4,6,10,23,0.129145,0.155009,13769.832872,0.000015
12115,12115,,6,0,22,22,31,0.069665,0.085762,0,0.000011
9709092,9709092,,16,4,1,5,3,0.5,0.583333,909.146026,0.000015
9812096,9812096,,25,4,11,15,7,0.235738,0.267729,15177.399081,0.000014
9912234,9912234,,6,2,17,19,30,0.073954,0.088632,15648.200563,0.000012
9402095,9402095,,25,1,9,10,3,0.642857,0.740741,34.690476,0.000012
12116,12116,,0,6,16,22,22,0.140686,0.163793,1094.083568,0.000013
12117,12117,,1,3,46,49,22,0.150872,0.196655,42944.111981,0.000012
12118,12118,,54,8,54,62,22,0.151677,0.198082,81102.871348,0.000015
9812215,9812215,,54,1,0,1,0,0,0,0,0.000011
12119,12119,,25,0,1,1,1,1,1,0,0.000011
12120,12120,,9,1,4,5,25,0.10614,0.120925,345.867595,0.000013
12121,12121,,2,2,20,22,23,0.140649,0.181082,93947.410112,0.000012
9711024,9711024,,6,1,9,10,19,0.134796,0.157804,66792.041893,0.000011
9308110,9308110,,6,2,0,2,0,0,0,0,0.000029
9610123,9610123,,6,1,1,2,7,0.197952,0.216975,0,0.000012
9709163,9709163,,6,1,5,6,18,0.144872,0.16309,15128.356364,0.000012
12122,12122,,37,0,35,35,27,0.104063,0.142774,0,0.000011
12124,12124,,54,1,16,17,25,0.118247,0.153463,407.514341,0.000012
12125,12125,,34,2,8,10,23,0.131746,0.161443,189.074334,0.000012
12126,12126,,16,0,1,1,5,0.350649,0.39321,0,0.000011
12129,12129,,0,14,50,64,22,0.153665,0.193553,43831.163235,0.00002
12130,12130,,9,0,5,5,25,0.106056,0.12078,0,0.000011
12131,12131,,37,11,39,50,24,0.136528,0.182744,8719.91229,0.000015
12132,12132,,0,3,7,10,23,0.133185,0.161434,2.662191,0.000012
12133,12133,,37,7,11,18,28,0.093341,0.124194,16991.875906,0.000015
9906023,9906023,,37,1,77,78,27,0.100442,0.142483,21202.323786,0.000012
9705166,9705166,,37,4,70,74,27,0.094365,0.124443,45176.880109,0.000012
12134,12134,,34,7,6,13,22,0.147257,0.186858,61204.838985,0.000017
9604151,9604151,,34,6,0,6,0,0,0,0,0.000018
9907001,9907001,,34,18,2,20,19,0.158443,0.183829,5955.894234,0.000056
12135,12135,,34,4,33,37,22,0.145467,0.181216,1526.087418,0.000013
12136,12136,,37,29,12,41,23,0.138101,0.172942,40363.210428,0.000033
12137,12137,,2,12,59,71,23,0.151254,0.203273,101577.957376,0.000015
12138,12138,,11,2,4,6,4,0.458333,0.606061,13304.322957,0.000017
9905129,9905129,,11,1,0,1,0,0,0,0,0.000014
12139,12139,,34,2,16,18,21,0.15383,0.182746,133.742069,0.000011
12140,12140,,25,3,7,10,24,0.105904,0.119498,588.040783,0.000012
12141,12141,,3,21,48,69,23,0.147703,0.19377,203249.341982,0.000026
12142,12142,,3,2,22,24,23,0.142871,0.18175,17028.753227,0.000011
12143,12143,,0,59,36,95,22,0.157715,0.195057,662109.283006,0.000051
12144,12144,,16,2,16,18,12,0.153755,0.189676,341.238111,0.000013
12145,12145,,3,50,70,120,24,0.142282,0.195616,169029.280821,0.000039
6012,6012,,7,3,0,3,0,0,0,0,0.000014
12146,12146,,9,4,12,16,24,0.122502,0.143547,3.832698,0.000013
12147,12147,,11,1,1,2,26,0.101626,0.117544,1580.374844,0.000018
12148,12148,,0,46,19,65,22,0.147138,0.180462,24670.595589,0.000043
12149,12149,,8,10,8,18,24,0.125064,0.154604,2402.992291,0.000014
12150,12150,,4,8,15,23,24,0.130988,0.162065,887.365507,0.000015
12151,12151,,31,2,8,10,26,0.111207,0.14906,868.598212,0.000012
12152,12152,,54,8,18,26,23,0.137315,0.171658,2619.497091,0.000013
12153,12153,,34,8,12,20,23,0.132957,0.165109,532.556734,0.000015
12154,12154,,3,5,15,20,24,0.128492,0.16109,7045.629089,0.000014
12155,12155,,3,17,3,20,23,0.137679,0.169072,7847.098353,0.00003
12156,12156,,54,66,31,97,24,0.140176,0.18381,29932.316536,0.000035
12157,12157,,54,19,16,35,24,0.1396,0.181168,21130.994987,0.00002
12158,12158,,54,18,44,62,22,0.156643,0.205168,54663.073988,0.000021
12159,12159,,34,3,8,11,22,0.147486,0.187751,5692.137201,0.000012
12160,12160,,0,1,6,7,23,0.137358,0.167677,22.1602,0.000011
12161,12161,,6,0,4,4,29,0.076386,0.085011,0,0.000011
12162,12162,,37,1,6,7,27,0.097293,0.123348,465.431428,0.000012
9808054,9808054,,37,5,17,22,28,0.093436,0.131964,14938.850768,0.000016
9810192,9810192,,37,5,10,15,26,0.103974,0.131568,76839.335649,0.000015
9903092,9903092,,37,1,35,36,27,0.100612,0.140863,3595.812413,0.000013
9406081,9406081,,37,11,0,11,0,0,0,0,0.000034
9604021,9604021,,37,8,8,16,7,0.247649,0.297438,5548.601714,0.000018
9709186,9709186,,37,3,15,18,28,0.08576,0.104909,336.420821,0.000014
9810020,9810020,,37,1,6,7,27,0.091401,0.107142,123.767176,0.000012
9503221,9503221,,37,3,0,3,0,0,0,0,0.000012
12163,12163,,54,13,5,18,23,0.130073,0.154208,2623.01685,0.00002
12164,12164,,65,42,51,93,24,0.138262,0.187394,139047.300146,0.000029
12165,12165,,0,14,58,72,22,0.155966,0.19782,55576.387835,0.000019
12166,12166,,25,2,4,6,29,0.08233,0.096635,5877.596906,0.000015
12174,12174,,19,6,5,11,28,0.089078,0.106935,329221.280814,0.000017
9508031,9508031,,8,3,4,7,3,0.578947,0.666667,43.933204,0.000015
12167,12167,,4,0,19,19,25,0.122147,0.165342,0,0.000011
12170,12170,,3,12,23,35,24,0.138528,0.179106,2179.835646,0.000015
12171,12171,,3,30,15,45,24,0.131971,0.164826,5037.915785,0.000023
12172,12172,,2,19,6,25,27,0.102729,0.135371,12818.670569,0.000033
12173,12173,,19,2,8,10,6,0.355932,0.471429,13458.161322,0.000012
12176,12176,,11,2,8,10,28,0.088795,0.105403,122.531711,0.000014
12177,12177,,7,2,5,7,25,0.108894,0.128735,17431.51779,0.000017
204108,204108,,7,3,13,16,24,0.122161,0.152323,17018.488428,0.000015
9311110,9311110,,16,8,0,8,0,0,0,0,0.000032
12178,12178,,0,18,23,41,23,0.131577,0.16242,14874.702598,0.000021
12179,12179,,37,35,70,105,24,0.141746,0.192191,559207.570491,0.000028
12180,12180,,2,5,27,32,23,0.155279,0.20635,52853.302734,0.000013
12181,12181,,19,7,5,12,28,0.08168,0.090025,33017.802481,0.000022
12182,12182,,0,5,18,23,23,0.133523,0.16416,1735.317424,0.000013
12183,12183,,3,18,48,66,23,0.153686,0.20002,318080.646546,0.000018
12184,12184,,3,7,9,16,24,0.134579,0.17375,10860.933449,0.000024
12185,12185,,25,9,16,25,23,0.106246,0.114347,163578.365212,0.00002
12186,12186,,2,1,2,3,26,0.107405,0.133668,10.545378,0.000012
12188,12188,,19,4,16,20,28,0.093177,0.123039,29579.303373,0.000012
12189,12189,,9,4,14,18,10,0.179959,0.230687,403.161279,0.000016
9912149,9912149,,9,2,3,5,11,0.140447,0.165305,6.983333,0.000013
12190,12190,,62,0,8,8,28,0.092203,0.115373,0,0.000011
12191,12191,,0,1,6,7,23,0.132149,0.162342,22.324285,0.000011
12192,12192,,54,3,6,9,26,0.107355,0.136401,208.643842,0.000013
12194,12194,,2,14,51,65,22,0.162508,0.213922,112929.735445,0.000017
9707071,9707071,,37,3,24,27,28,0.087317,0.111212,16276.830791,0.000012
12196,12196,,34,7,18,25,22,0.155234,0.197561,13241.936565,0.000015
12197,12197,,34,2,2,4,24,0.119692,0.143328,13723.332078,0.000011
12198,12198,,4,89,48,137,23,0.152348,0.199846,313945.806292,0.000048
12210,12210,,4,83,64,147,24,0.146232,0.19981,324100.612531,0.000043
12199,12199,,2,5,25,30,24,0.129788,0.169258,18500.25619,0.000014
12201,12201,,2,0,27,27,23,0.143675,0.188518,0,0.000011
12202,12202,,0,6,15,21,22,0.152538,0.183087,18323.705471,0.000014
12203,12203,,34,3,8,11,22,0.152583,0.195053,16573.753737,0.000012
12204,12204,,54,0,1,1,14,0.161941,0.185245,0,0.000011
12206,12206,,2,0,1,1,1,1,1,0,0.000011
9506129,9506129,,2,3,0,3,0,0,0,0,0.000026
12208,12208,,11,1,3,4,28,0.088185,0.104189,4.75,0.000012
9910167,9910167,,11,3,0,3,0,0,0,0,0.000016
12209,12209,,7,1,1,2,2,0.666667,0.75,4,0.000017
12211,12211,,4,2,27,29,22,0.162991,0.212173,15273.334773,0.000011
12212,12212,,6,4,4,8,28,0.093215,0.116995,32743.423805,0.000019
12213,12213,,54,56,47,103,24,0.139804,0.187682,221060.674272,0.000034
12214,12214,,34,2,24,26,23,0.135446,0.173909,399.088358,0.000011
12215,12215,,11,8,4,12,18,0.104228,0.11907,89.647543,0.000027
9709221,9709221,,11,3,2,5,18,0.103895,0.116988,0,0.000022
12217,12217,,3,4,27,31,24,0.141741,0.187325,4334.8348,0.000012
12218,12218,,3,33,43,76,23,0.150096,0.194131,112922.71526,0.000024
12219,12219,,25,4,28,32,29,0.081944,0.104488,2229.417838,0.000013
9807101,9807101,,25,5,13,18,3,0.65625,0.785714,49597.905502,0.000013
9309062,9309062,,25,2,0,2,0,0,0,0,0.000014
9803257,9803257,,2,3,14,17,30,0.07868,0.114152,55787.562111,0.000016
9807003,9807003,,25,3,6,9,29,0.076963,0.08901,41781.00376,0.000013
12220,12220,,2,2,14,16,26,0.109291,0.143827,242.535461,0.000012
9711172,9711172,,14,2,6,8,3,0.692308,0.814815,32.833333,0.000013
12221,12221,,0,6,26,32,23,0.145894,0.188912,12740.910153,0.000014
12222,12222,,4,18,23,41,24,0.139295,0.179536,14041.200441,0.000018
12223,12223,,62,5,8,13,31,0.076626,0.098668,1279.342004,0.000016
12224,12224,,65,1,7,8,11,0.155323,0.1973,6.25,0.000012
9212067,9212067,,62,1,2,3,1,1,1,4,0.000012
9409027,9409027,,7,1,2,3,2,0.75,0.833333,4.5,0.000012
9203035,9203035,,62,9,0,9,0,0,0,0,0.000092
12225,12225,,3,7,14,21,24,0.132411,0.16686,6147.288058,0.000016
12226,12226,,0,11,6,17,23,0.129575,0.156647,13821.978567,0.000023
12227,12227,,0,2,6,8,22,0.150901,0.175936,18740.647817,0.000015
105300,105300,,0,6,21,27,21,0.175648,0.216232,151878.997739,0.000016
102042,102042,,34,75,37,112,21,0.1597,0.192243,140558.201473,0.000047
102159,102159,,34,21,12,33,22,0.144742,0.177017,24672.114677,0.000022
103078,103078,,34,39,33,72,21,0.165236,0.197281,494492.341747,0.000029
103138,103138,,0,7,9,16,22,0.141142,0.165118,102585.025166,0.000015
105048,105048,,0,28,67,95,21,0.172483,0.211619,386612.068557,0.000026
105052,105052,,34,26,24,50,21,0.170459,0.208749,141285.312309,0.000021
105117,105117,,34,34,43,77,20,0.179037,0.219667,294462.386786,0.000023
105151,105151,,0,3,40,43,22,0.164547,0.211358,127130.596815,0.000012
105160,105160,,34,12,62,74,21,0.178983,0.223891,82254.446183,0.000017
105256,105256,,0,8,50,58,20,0.183614,0.223415,378889.638156,0.000014
12229,12229,,19,0,5,5,2,0.777778,0.857143,0,0.000011
9212091,9212091,,19,5,1,6,1,1,1,0,0.000019
12230,12230,,8,4,13,17,24,0.118026,0.142754,41113.630793,0.000013
9911194,9911194,,8,4,7,11,26,0.107635,0.137422,5157.184307,0.000015
12231,12231,,0,2,15,17,22,0.144962,0.172401,7894.725334,0.000012
12232,12232,,54,1,10,11,24,0.127615,0.16253,6.340121,0.000011
12233,12233,,54,4,7,11,29,0.088269,0.121688,251.31375,0.000015
12234,12234,,65,44,69,113,22,0.164593,0.221882,444461.118464,0.000037
12236,12236,,2,12,13,25,23,0.135286,0.168159,10174.035596,0.000018
12237,12237,,11,3,18,21,26,0.103208,0.12352,64584.770687,0.000014
9909078,9909078,,11,1,0,1,0,0,0,0,0.000012
12239,12239,,3,2,32,34,23,0.149165,0.189087,604.007864,0.000012
12240,12240,,34,7,5,12,23,0.134915,0.167639,4094.266463,0.000018
12242,12242,,37,5,7,12,24,0.123978,0.153747,442.137263,0.000014
12244,12244,,7,2,1,3,6,0.288288,0.344271,32,0.00002
12245,12245,,2,1,1,2,27,0.100018,0.125051,0,0.000011
12246,12246,,0,1,10,11,23,0.135706,0.165939,4566.668185,0.000011
12247,12247,,2,4,30,34,24,0.130162,0.171777,32392.082994,0.000013
12248,12248,,0,33,17,50,22,0.149808,0.18424,51515.359924,0.000033
12249,12249,,0,3,32,35,23,0.145466,0.187268,43478.078049,0.000012
12250,12250,,37,14,18,32,24,0.122419,0.154743,20181.966569,0.00002
12251,12251,,4,115,69,184,24,0.139094,0.18366,169377.63651,0.000088
12252,12252,,25,2,10,12,23,0.111353,0.124872,13396.296449,0.000014
9603166,9603166,,7,2,0,2,0,0,0,0,0.000013
12253,12253,,7,2,1,3,27,0.09285,0.108016,65996.290195,0.000037
12254,12254,,37,3,14,17,24,0.134882,0.172603,10803.126856,0.000012
12255,12255,,0,1,17,18,23,0.14054,0.176771,863.032866,0.000012
12256,12256,,19,0,12,12,15,0.151168,0.182244,0,0.000011
9309047,9309047,,19,4,0,4,0,0,0,0,0.000027
9511224,9511224,,19,1,5,6,3,0.459459,0.568627,12.5,0.000012
9907089,9907089,,19,2,4,6,3,0.5625,0.685185,11,0.000018
9909052,9909052,,19,2,2,4,4,0.391304,0.5,0.5,0.000016
9605115,9605115,,6,1,3,4,7,0.201724,0.235063,13259.414286,0.000013
9809112,9809112,,19,3,0,3,0,0,0,0,0.000025
12257,12257,,8,1,2,3,1,1,1,2,0.00002
12258,12258,,1,18,12,30,23,0.13645,0.170918,90055.818231,0.00002
12259,12259,,3,16,15,31,24,0.13588,0.17308,1369.256711,0.000018
12260,12260,,1,2,8,10,23,0.125984,0.145865,49874.453255,0.000017
101138,101138,,25,6,4,10,24,0.116634,0.13614,72119.676384,0.00002
9803158,9803158,,1,3,2,5,5,0.290323,0.375,63.896138,0.000015
9811148,9811148,,1,2,1,3,29,0.086377,0.114216,3628.020455,0.000014
12261,12261,,37,0,3,3,6,0.262195,0.299612,0,0.000011
12262,12262,,3,6,18,24,24,0.135722,0.172715,14752.624454,0.000014
12263,12263,,2,4,28,32,25,0.120404,0.162939,8791.254897,0.000012
9706015,9706015,,2,1,0,1,0,0,0,0,0.000012
12264,12264,,25,4,7,11,11,0.135501,0.169719,67.382382,0.000015
12265,12265,,0,0,41,41,22,0.154674,0.193837,0,0.000011
12266,12266,,3,15,33,48,23,0.147877,0.188622,78992.829229,0.000023
9503091,9503091,,3,2,3,5,2,0.666667,0.75,26492.244823,0.000012
9501035,9501035,,7,2,1,3,1,1,1,13201,0.000015
12267,12267,,2,0,52,52,23,0.137653,0.180817,0,0.000011
9610022,9610022,,54,3,7,10,22,0.138336,0.178956,259.622257,0.000012
12268,12268,,3,3,13,16,24,0.131889,0.166769,2097.28121,0.000013
9205093,9205093,,1,5,0,5,0,0,0,0,0.000091
12269,12269,,6,4,1,5,6,0.318182,0.397619,16.25,0.000019
9608138,9608138,,6,7,1,8,1,1,1,2,0.000034
9705077,9705077,,6,5,3,8,1,1,1,22.666667,0.000028
12270,12270,,54,2,8,10,27,0.101784,0.135881,217.622133,0.000012
101001,101001,,4,11,32,43,23,0.152011,0.19829,76636.95411,0.000018
101002,101002,,4,2,30,32,24,0.139722,0.180957,1164.984223,0.000012
101003,101003,,0,11,44,55,20,0.17869,0.212489,937004.617324,0.000016
101004,101004,,31,0,3,3,4,0.413793,0.527778,0,0.000011
101005,101005,,16,3,7,10,11,0.174616,0.213709,17.901299,0.000013
101006,101006,,34,0,5,5,22,0.14648,0.185954,0,0.000011
101007,101007,,34,17,18,35,23,0.141475,0.181218,6699.133249,0.000018
101008,101008,,19,2,1,3,7,0.267176,0.311701,35,0.000017
101010,101010,,4,5,16,21,23,0.141868,0.179259,7574.87071,0.000012
101011,101011,,1,27,26,53,23,0.138022,0.174079,288079.971344,0.000029
9611170,9611170,,16,4,16,20,10,0.263791,0.344696,32872.710557,0.000014
9211079,9211079,,25,2,0,2,0,0,0,0,0.000016
9309100,9309100,,16,5,5,10,1,1,1,179.685229,0.000015
9404096,9404096,,16,2,3,5,1,1,1,10.294715,0.000013
9501039,9501039,,25,3,6,9,7,0.256545,0.321696,384.662757,0.000014
9503172,9503172,,25,4,15,19,7,0.274519,0.309655,1654.401623,0.000015
101013,101013,,34,20,37,57,22,0.161442,0.208508,32720.707074,0.000018
101014,101014,,4,24,34,58,24,0.134066,0.170758,6150.690701,0.000024
101015,101015,,3,1,3,4,24,0.124336,0.152649,5.747056,0.000011
101016,101016,,3,16,40,56,23,0.151868,0.198326,31114.593617,0.000017
101017,101017,,7,1,14,15,22,0.149241,0.190414,34.570681,0.000011
101018,101018,,2,2,18,20,23,0.140053,0.177698,73258.904195,0.000012
101019,101019,,0,5,9,14,23,0.134983,0.16356,214.917931,0.000014
101020,101020,,34,25,42,67,22,0.161047,0.208208,94878.256839,0.000026
102105,102105,,34,24,16,40,23,0.146023,0.184309,24977.435261,0.00002
102172,102172,,34,23,23,46,23,0.146936,0.187275,32279.137635,0.000021
101043,101043,,34,21,38,59,22,0.158298,0.199886,59735.595669,0.000023
101021,101021,,37,1,10,11,27,0.096952,0.122389,823.322211,0.000012
101022,101022,,7,2,16,18,24,0.121172,0.151011,801.979698,0.000012
9805079,9805079,,7,3,3,6,35,0.058462,0.075599,22.992803,0.000013
9207080,9207080,,7,4,0,4,0,0,0,0,0.000058
9306100,9306100,,7,3,1,4,1,1,1,225.081129,0.000027
101023,101023,,54,0,11,11,25,0.114973,0.148019,0,0.000011
101025,101025,,8,2,10,12,30,0.080313,0.102275,463.958732,0.000014
101026,101026,,34,6,46,52,21,0.171674,0.216001,35448.431908,0.000013
101027,101027,,0,14,24,38,22,0.148397,0.179712,8978.752345,0.000019
101028,101028,,34,1,19,20,21,0.155675,0.186193,55.53786,0.000011
101030,101030,,0,1,7,8,23,0.130445,0.159533,28.284521,0.000011
101031,101031,,2,3,26,29,24,0.129205,0.162826,22813.657124,0.000012
101032,101032,,3,4,9,13,24,0.125114,0.158143,19318.964156,0.00002
9504051,9504051,,3,1,0,1,0,0,0,0,0.000013
9608130,9608130,,2,3,3,6,11,0.181992,0.204982,6638.250655,0.000028
9409052,9409052,,3,1,0,1,0,0,0,0,0.000017
101033,101033,,4,1,18,19,23,0.141112,0.178614,44688.373379,0.000013
9712031,9712031,,65,2,1,3,15,0.182815,0.223714,240.758683,0.000013
101034,101034,,62,5,9,14,29,0.084324,0.10145,39815.605814,0.000019
101035,101035,,16,4,19,23,12,0.166693,0.206722,1590.179778,0.000014
101036,101036,,8,12,73,85,25,0.115594,0.148078,207769.908785,0.000023
2079,2079,,8,1,0,1,0,0,0,0,0.000011
9211076,9211076,,8,9,0,9,0,0,0,0,0.000027
9306148,9306148,,8,6,0,6,0,0,0,0,0.000024
9404078,9404078,,11,4,0,4,0,0,0,0,0.000029
9409128,9409128,,16,2,6,8,6,0.235023,0.336928,13469.047894,0.000012
9809053,9809053,,8,6,23,29,14,0.166151,0.191737,39789.33893,0.000014
9812213,9812213,,8,1,21,22,15,0.147995,0.172701,905.335536,0.000011
9906068,9906068,,8,1,15,16,14,0.156787,0.176984,240.451025,0.000011
9303021,9303021,,16,1,0,1,0,0,0,0,0.000013
9409083,9409083,,8,1,0,1,0,0,0,0,0.000047
9512068,9512068,,8,1,9,10,4,0.588235,0.704167,369.007506,0.000012
9707085,9707085,,19,1,2,3,7,0.204918,0.270381,5882.266002,0.000011
101037,101037,,54,9,6,15,26,0.107407,0.13552,2459.175163,0.000018
9809064,9809064,,6,3,9,12,16,0.166463,0.196156,4679.935078,0.000016
101038,101038,,0,4,45,49,22,0.149962,0.186033,65987.349546,0.000012
101040,101040,,3,0,35,35,23,0.14216,0.18029,0,0.000011
101041,101041,,19,1,6,7,24,0.115994,0.136275,0,0.000012
104204,104204,,19,1,16,17,23,0.130808,0.160519,6598.373694,0.000013
9706042,9706042,,16,2,1,3,5,0.3,0.352222,38.143049,0.000013
